song,artist,popularity,release_year,danceability,energy,loudness,tempo,key
ZITTI E BUONI,Måneskin,70,2021,0.625,0.939,-3.115,102.999,4
Rain On Me (with Ariana Grande),Lady Gaga,70,2020,0.672,0.855,-3.764,123.056,9
Light Switch,Charlie Puth,70,2022,0.689,0.627,-5.692,184.008,6
Used To Be Young,Miley Cyrus,70,2023,0.626,0.63,-3.834,147.029,4
Bam Bam (feat. Ed Sheeran),Camila Cabello,70,2022,0.756,0.697,-6.377,94.996,8
Life Goes On,Oliver Tree,70,2021,0.7,0.49,-5.187,79.982,0
My Head & My Heart,Ava Max,70,2020,0.614,0.934,-3.709,116.001,9
Midnight Sky,Miley Cyrus,69,2020,0.699,0.805,-5.535,109.976,4
Houdini,Dua Lipa,69,2023,0.744,0.789,-4.876,116.985,9
Follow You,Imagine Dragons,69,2022,0.544,0.732,-5.984,124.875,9
All I Want,Olivia Rodrigo,69,2020,0.376,0.43,-6.585,77.599,0
Hold Me Closer,Elton John,69,2022,0.667,0.75,-4.602,126.041,0
Players,Coi Leray,68,2022,0.948,0.512,-5.74,105.004,6
Rescue Me,OneRepublic,68,2021,0.761,0.606,-7.742,121.038,11
Substitution (feat. Julian Perretta),Purple Disco Machine,68,2023,0.69,0.89,-4.866,124.018,0
Sacrifice,The Weeknd,68,2022,0.735,0.795,-6.523,122.0,11
Yummy,Justin Bieber,67,2020,0.677,0.506,-6.652,145.843,9
So Am I,Ava Max,67,2020,0.681,0.657,-4.671,130.089,6
Take You Dancing,Jason Derulo,67,2020,0.789,0.711,-4.248,112.985,2
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,67,2021,0.776,0.808,-4.501,123.988,11
Everybody (feat. Lil Uzi Vert),Nicki Minaj,67,2023,0.737,0.774,-5.525,137.959,11
Snow On The Beach (feat. Lana Del Rey),Taylor Swift,67,2022,0.663,0.321,-13.527,110.021,9
Super Freaky Girl,Nicki Minaj,67,2022,0.95,0.891,-2.653,133.01,2
People (feat. Ayra Starr & Omah Lay),Libianca,67,2023,0.559,0.453,-8.746,123.906,10
Holy (feat. Chance The Rapper),Justin Bieber,66,2020,0.673,0.704,-8.056,86.919,6
GIRL LIKE ME,Black Eyed Peas,66,2020,0.965,0.485,-8.784,124.025,2
Salt,Ava Max,66,2020,0.693,0.835,-3.242,128.052,6
Let Somebody Go,Coldplay,66,2021,0.592,0.342,-8.93,130.953,0
Sweetest Pie,Megan Thee Stallion,65,2022,0.814,0.628,-7.178,123.977,7
Higher Power,Coldplay,65,2021,0.507,0.832,-5.931,177.894,10
SUPERMODEL,Måneskin,65,2022,0.636,0.876,-3.413,120.983,7
Diamonds,Sam Smith,64,2020,0.637,0.666,-6.773,104.02,10
Lose Somebody,Kygo,64,2020,0.58,0.586,-6.883,147.988,1
Don't Go Yet,Camila Cabello,64,2021,0.666,0.796,-6.967,110.108,10
DON'T YOU WORRY,Black Eyed Peas,64,2022,0.816,0.875,-4.821,131.958,11
Illusion,Dua Lipa,64,2024,0.677,0.763,-4.701,126.962,8
Tick Tock (feat. 24kGoldn),Clean Bandit,63,2020,0.779,0.705,-3.895,101.022,0
Hold On,Justin Bieber,63,2021,0.658,0.634,-5.797,139.98,1
Baila Conmigo (with Rauw Alejandro),Selena Gomez,63,2021,0.823,0.544,-7.132,149.903,5
RUNAWAY,OneRepublic,63,2023,0.629,0.691,-5.512,163.065,3
Only The Young - Featured in Miss Americana,Taylor Swift,63,2020,0.56,0.78,-4.895,93.516,5
Never Going Home,Kungs,63,2021,0.836,0.846,-4.673,122.042,0
Love Again,Dua Lipa,62,2021,0.659,0.667,-4.668,115.982,11
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,62,2021,0.659,0.662,-5.768,109.957,5
Karma,Taylor Swift,62,2022,0.64,0.619,-7.108,90.008,8
Who's Laughing Now,Ava Max,62,2020,0.648,0.641,-5.521,184.021,7
Waves,Imagine Dragons,62,2022,0.468,0.618,-6.353,120.123,9
Doctor (Work It Out) [feat. Miley Cyrus],Pharrell Williams,61,2024,0.841,0.624,-5.502,120.03,4
Been Like This,Meghan Trainor,61,2024,0.709,0.712,-4.671,120.004,5
Follow You,Imagine Dragons,61,2021,0.542,0.732,-5.956,124.912,9
Take My Breath - Single Version,The Weeknd,60,2021,0.748,0.74,-6.01,121.004,8
Let's Love,David Guetta,60,2020,0.662,0.868,-4.025,92.998,5
That’s Not How This Works (feat. Dan + Shay),Charlie Puth,59,2023,0.584,0.576,-4.557,170.026,9
UP,INNA,59,2021,0.812,0.712,-5.993,98.029,0
Hypnotized,Purple Disco Machine,59,2021,0.691,0.818,-5.297,108.065,11
My Mind & Me,Selena Gomez,59,2022,0.587,0.385,-5.781,143.772,9
Never Really Over,Katy Perry,59,2020,0.77,0.881,-4.776,99.995,8
Little Bit of Love,Tom Grennan,59,2021,0.689,0.706,-4.48,106.52,1
Lottery (feat. LU KALA),Latto,58,2023,0.792,0.874,-2.966,113.969,1
Still (I Got Summer On My Mind) - FORTELLA Remix,JJ,58,2022,0.759,0.902,-6.068,123.963,9
Savage Remix (feat. Beyoncé),Megan Thee Stallion,57,2020,0.753,0.745,-4.776,169.02,10
Torn,Ava Max,57,2020,0.665,0.831,-4.472,125.057,2
MAMACITA,Black Eyed Peas,56,2020,0.878,0.626,-6.945,105.046,2
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,Martin Garrix,56,2021,0.66,0.733,-4.619,119.933,0
Lose You To Love Me,Selena Gomez,55,2020,0.516,0.342,-8.985,102.819,4
Prisoner (feat. Dua Lipa),Miley Cyrus,55,2021,0.769,0.659,-3.899,127.992,3
In The Dark,Purple Disco Machine,54,2022,0.691,0.763,-5.628,115.936,6
You for Me,Sigala,54,2021,0.733,0.886,-1.856,126.031,2
ME PASE (feat. Farruko),Enrique Iglesias,53,2021,0.745,0.904,-2.045,93.977,6
SNAP,Rosa Linn,53,2022,0.565,0.636,-8.198,170.01,0
Don't Break the Heart,Tom Grennan,52,2021,0.726,0.827,-3.941,123.003,1
People You Know,Selena Gomez,52,2020,0.695,0.62,-8.082,150.032,8
Freedom,Kygo,52,2020,0.512,0.635,-6.591,111.596,7
Physical,Dua Lipa,51,2020,0.647,0.844,-3.756,146.967,0
Magia,Alvaro Soler,50,2021,0.757,0.66,-7.954,133.019,8
Look At Her Now,Selena Gomez,50,2020,0.753,0.564,-7.908,77.341,10
Break My Heart,Dua Lipa,50,2020,0.73,0.729,-3.434,113.011,4
Don't Start Now,Dua Lipa,49,2020,0.793,0.793,-4.521,123.95,11
Puntería,Shakira,48,2024,0.858,0.725,-3.828,120.087,5
Mañana,Alvaro Soler,48,2021,0.705,0.847,-5.194,92.966,0
When Love Sucks (feat. Dido),Jason Derulo,47,2023,0.631,0.707,-7.142,97.967,8
Fading Like A Flower,Roxette,47,2022,0.701,0.901,-4.34,121.022,5
Feel Me,Selena Gomez,46,2020,0.71,0.808,-6.703,99.989,2
Brighter Day,Ben Cristovao,45,2023,0.794,0.727,-8.292,113.001,6
Sacrifice,Bebe Rexha,45,2021,0.659,0.877,-5.089,119.992,11
Złoto,Mrozu,44,2021,0.677,0.759,-6.104,129.973,6
MILLION DOLLAR BABY,Tommy Richman,41,2024,0.849,0.699,-5.106,138.003,1
"It’s You, Not Me (Sabotage)",Masked Wolf,41,2021,0.556,0.771,-3.136,91.036,5
Helena,Igo,39,2022,0.727,0.705,-6.699,119.073,7
Strangers,Kenya Grace,37,2023,0.628,0.523,-8.307,169.982,11
Cool Me Down,Gromee,34,2021,0.874,0.758,-5.53,125.974,6
That's Hilarious,Charlie Puth,33,2022,0.707,0.447,-5.833,108.08,6
Galácticos,Mrozu,32,2021,0.785,0.909,-6.431,129.977,11
As It Was,Harry Styles,28,2022,0.52,0.731,-5.338,173.93,6
Maybe You’re The Problem,Ava Max,25,2022,0.53,0.835,-3.69,166.02,9
Flowers,Miley Cyrus,24,2023,0.707,0.681,-4.325,117.999,0
Getaway,Viki Gabor,23,2020,0.736,0.719,-4.722,112.057,9
Cupid - Twin Ver.,FIFTY FIFTY,22,2023,0.783,0.592,-8.332,120.018,11
Satellite,Bebe Rexha,20,2023,0.667,0.845,-3.977,115.976,5
Not Gonna Get It,Viki Gabor,17,2020,0.573,0.886,-6.141,161.597,5
Sunroof,Nicky Youre,11,2021,0.768,0.714,-5.11,131.443,10
Cynical,twocolors,7,2023,0.69,0.84,-6.947,129.935,11
Anyone For You (Tiger Lily),George Ezra,2,2022,0.662,0.807,-3.285,103.031,10
Dynamite,BTS,2,2020,0.746,0.765,-4.41,114.044,6
this is what falling in love feels like,JVKE,2,2021,0.424,0.438,-5.53,128.983,11
The Ballet Girl,Aden Foyer,2,2022,0.694,0.816,-4.741,118.036,1
Heat Waves,Glass Animals,0,2021,0.761,0.525,-6.9,80.87,11
